income_above_50k,age,type_of_work,education,years_of_education,marital_status,occupation,race,sex,hours_per_week,home_country
0,73, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,72, ?, 11th,7, Widowed, ?, White, Female,24, United-States
0,55, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,25, Private, HS-grad,9, Divorced, Adm-clerical, White, Male,40, United-States
1,41, Private, Bachelors,13, Divorced, Prof-specialty, White, Female,50, United-States
0,24, Private, Bachelors,13, Never-married, Exec-managerial, White, Male,50, United-States
0,63, Private, HS-grad,9, Widowed, Farming-fishing, White, Male,6, United-States
0,17, Private, 11th,7, Never-married, Sales, White, Male,20, United-States
0,35, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States
1,51, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,62, Local-gov, Bachelors,13, Widowed, Prof-specialty, White, Female,48, United-States
1,55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,43, Private, Some-college,10, Divorced, Prof-specialty, White, Male,40, United-States
0,40, Local-gov, HS-grad,9, Divorced, Other-service, White, Female,50, United-States
1,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,39, Private, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,31, Private, HS-grad,9, Never-married, Craft-repair, White, Male,18, United-States
1,61, Private, Masters,14, Widowed, Prof-specialty, White, Female,40, United-States
0,26, Private, Assoc-voc,11, Divorced, Adm-clerical, White, Female,55, United-States
0,46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,50, United-States
0,26, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States
1,48, State-gov, Doctorate,16, Divorced, Prof-specialty, White, Male,50, United-States
0,34, Private, HS-grad,9, Never-married, Transport-moving, White, Male,40, United-States
0,34, Local-gov, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States
1,59, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,40, United-States
0,34, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States
1,49, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,56, United-States
0,18, Private, 11th,7, Never-married, Adm-clerical, White, Female,20, United-States
0,43, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,40, Mexico
0,48, Private, 11th,7, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,28, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,70, United-States
0,33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,24, Private, Some-college,10, Never-married, Sales, White, Female,15, United-States
0,21, Private, 10th,6, Never-married, Handlers-cleaners, White, Male,40, United-States
0,17, Private, 11th,7, Never-married, Sales, White, Male,28, United-States
1,39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, White, Male,50, United-States
0,29, Self-emp-not-inc, Bachelors,13, Separated, Prof-specialty, White, Male,40, United-States
1,44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,24, Private, Some-college,10, Never-married, Transport-moving, White, Male,50, United-States
1,71, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, White, Male,40, United-States
1,51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,40, China
0,55, Private, 5th-6th,3, Divorced, Other-service, Black, Male,25, United-States
1,41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Female,7, United-States
0,38, Private, Assoc-voc,11, Divorced, Adm-clerical, White, Female,40, United-States
1,39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,19, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,30, United-States
0,49, Private, 9th,5, Divorced, Machine-op-inspct, White, Female,40, United-States
1,32, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Male,40, Philippines
0,27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,70, United-States
1,38, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,50, United-States
0,33, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Female,60, United-States
0,63, ?, Some-college,10, Married-civ-spouse, ?, White, Male,15, United-States
0,23, Private, Bachelors,13, Never-married, Exec-managerial, White, Male,28, United-States
0,33, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,60, ?
0,54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Black, Male,40, United-States
0,29, Private, Assoc-voc,11, Divorced, Tech-support, White, Female,45, United-States
0,48, ?, Some-college,10, Divorced, ?, Black, Female,30, United-States
0,35, Self-emp-not-inc, Bachelors,13, Never-married, Exec-managerial, White, Male,40, United-States
0,28, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,40, India
1,37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
1,42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Farming-fishing, White, Male,65, United-States
0,40, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,47, Private, Some-college,10, Divorced, Sales, White, Male,55, United-States
0,22, Private, Bachelors,13, Never-married, Exec-managerial, White, Female,50, United-States
1,30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Tech-support, White, Male,40, United-States
0,63, Local-gov, 7th-8th,4, Married-civ-spouse, Other-service, White, Male,55, United-States
0,51, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, White, Male,20, United-States
0,22, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Female,40, United-States
0,27, ?, Assoc-acdm,12, Married-civ-spouse, ?, Amer-Indian-Eskimo, Male,40, United-States
0,35, Private, HS-grad,9, Never-married, Sales, White, Male,45, United-States
0,46, Private, HS-grad,9, Divorced, Machine-op-inspct, White, Female,38, United-States
0,37, Private, Some-college,10, Divorced, Machine-op-inspct, White, Male,52, United-States
0,24, Private, Bachelors,13, Never-married, Prof-specialty, Black, Male,15, United-States
0,37, Self-emp-not-inc, HS-grad,9, Divorced, Handlers-cleaners, White, Male,10, United-States
0,53, Private, Some-college,10, Married-civ-spouse, Tech-support, White, Male,40, United-States
0,27, Private, HS-grad,9, Never-married, Sales, White, Male,30, United-States
0,38, Private, Some-college,10, Divorced, Craft-repair, White, Male,44, United-States
0,53, Self-emp-not-inc, 10th,6, Married-civ-spouse, Farming-fishing, White, Male,60, United-States
0,34, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,23, Private, HS-grad,9, Never-married, Sales, Black, Male,40, United-States
1,39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,43, Private, Masters,14, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,50, South
1,67, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, United-States
0,81, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,30, United-States
0,21, Private, Some-college,10, Never-married, Other-service, White, Male,20, United-States
0,23, Private, Some-college,10, Never-married, Sales, White, Male,25, United-States
0,25, Private, Some-college,10, Never-married, Transport-moving, White, Male,40, United-States
0,42, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, White, Female,38, Mexico
0,38, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Black, Female,40, United-States
0,64, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,5, United-States
0,32, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
1,51, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,22, Private, Some-college,10, Never-married, Sales, White, Female,42, United-States
0,33, Private, 1st-4th,2, Married-spouse-absent, Priv-house-serv, White, Female,40, Guatemala
0,42, Private, HS-grad,9, Divorced, Machine-op-inspct, White, Male,55, United-States
0,19, ?, Some-college,10, Never-married, ?, White, Female,10, United-States
0,51, Local-gov, Preschool,1, Married-civ-spouse, Other-service, White, Male,40, United-States
0,23, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,40, Mexico
1,37, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, White, Male,44, United-States
1,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,99, United-States
0,47, Private, Masters,14, Never-married, Prof-specialty, White, Female,25, United-States
1,41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,30, United-States
1,31, Private, Bachelors,13, Never-married, Sales, White, Male,40, United-States
0,31, Private, Assoc-acdm,12, Divorced, Other-service, Amer-Indian-Eskimo, Female,40, United-States
0,35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States
1,38, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,18, Private, HS-grad,9, Never-married, Other-service, White, Female,45, United-States
0,20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,54, Local-gov, Some-college,10, Divorced, Exec-managerial, Black, Female,35, United-States
0,40, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States
1,36, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,45, United-States
0,43, Private, Some-college,10, Divorced, Craft-repair, White, Male,35, United-States
0,44, Self-emp-not-inc, Some-college,10, Divorced, Farming-fishing, White, Male,40, United-States
1,44, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, White, Female,40, United-States
1,43, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,43, United-States
0,51, Private, 7th-8th,4, Widowed, Other-service, Black, Female,40, United-States
0,18, Private, HS-grad,9, Never-married, Other-service, White, Female,20, United-States
0,51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,41, Private, 10th,6, Married-civ-spouse, Craft-repair, White, Male,30, ?
1,44, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,70, United-States
0,33, Local-gov, 10th,6, Divorced, Transport-moving, White, Male,40, United-States
1,33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
1,42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,25, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,45, United-States
0,32, Private, HS-grad,9, Divorced, Machine-op-inspct, White, Female,38, United-States
0,32, Private, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,70, Mexico
0,36, Private, 10th,6, Divorced, Exec-managerial, White, Female,40, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,20, Private, HS-grad,9, Never-married, Other-service, White, Female,20, United-States
1,35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,60, United-States
0,55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,20, United-States
1,48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, India
0,36, ?, Assoc-voc,11, Widowed, ?, White, Female,20, United-States
1,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,35, United-States
0,28, Private, Bachelors,13, Never-married, Tech-support, White, Female,35, United-States
1,67, Private, Bachelors,13, Widowed, Exec-managerial, White, Male,40, United-States
0,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,44, Private, HS-grad,9, Never-married, Transport-moving, White, Male,70, United-States
0,25, Private, Some-college,10, Never-married, Sales, White, Female,40, United-States
0,21, Private, Some-college,10, Never-married, Exec-managerial, White, Female,40, United-States
1,40, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,35, United-States
0,78, Private, HS-grad,9, Widowed, Other-service, Black, Female,40, United-States
0,34, Private, HS-grad,9, Divorced, Handlers-cleaners, White, Male,40, United-States
0,49, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,44, United-States
0,22, Private, Assoc-acdm,12, Never-married, Adm-clerical, White, Female,40, United-States
0,23, ?, HS-grad,9, Never-married, ?, Black, Female,40, United-States
0,60, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, White, Male,42, United-States
1,45, Local-gov, HS-grad,9, Widowed, Protective-serv, White, Male,40, United-States
0,63, Private, Assoc-voc,11, Divorced, Other-service, White, Female,20, United-States
0,41, Private, HS-grad,9, Never-married, Craft-repair, Black, Female,35, United-States
0,47, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
0,44, Private, HS-grad,9, Divorced, Craft-repair, White, Male,40, United-States
0,51, Private, Some-college,10, Widowed, Prof-specialty, White, Female,40, United-States
0,46, Private, Bachelors,13, Never-married, Sales, White, Male,40, United-States
0,41, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
